region,rank,division,summonerName,win,lose,winRatio,DorF,winRatio_By_100
la2,DIAMOND,II,Kisex,109,84,0.5648,2,56.48
la2,DIAMOND,II,Kazuya,197,162,0.5487,2,54.87
la2,DIAMOND,II,Hi im iNark,89,60,0.5973,1,59.730000000000004
la2,DIAMOND,II,Park Do hyeon,520,536,0.4924,1,49.24
la2,DIAMOND,II,Sigueme la play,92,77,0.5444,2,54.44
la2,DIAMOND,II,Paimon is Food,109,114,0.4888,2,48.88
la2,DIAMOND,II,LMP El Yonsi,94,89,0.5137,2,51.370000000000005
la2,DIAMOND,II,Salem Saberhagën,467,474,0.4963,2,49.63
la2,DIAMOND,II,FK1,437,453,0.491,2,49.1
la2,DIAMOND,II,Mr Particula,162,165,0.4954,1,49.54
la2,DIAMOND,II,DPFalcon,111,82,0.5751,1,57.50999999999999
la2,DIAMOND,II,WarframePlayer12,183,156,0.5398,2,53.98
la2,DIAMOND,II,LRC Cloud,203,200,0.5037,2,50.370000000000005
la2,DIAMOND,II,Predator Helios,37,37,0.5,1,50.0
la2,DIAMOND,II,E I Z T H,95,72,0.5689,2,56.88999999999999
la2,DIAMOND,II,Franko356,411,408,0.5018,2,50.18
la2,DIAMOND,II,Black RaysonDTre,248,233,0.5156,2,51.559999999999995
la2,DIAMOND,II, Penalty Night,93,68,0.5776,2,57.76
la2,DIAMOND,II,Scerpe,82,67,0.5503,2,55.03
la2,DIAMOND,II,Aaromjt3,102,87,0.5397,1,53.97
la2,DIAMOND,II,Carl3x,98,72,0.5765,2,57.65
la2,DIAMOND,II,Ssolo,314,308,0.5048,2,50.480000000000004
la2,DIAMOND,II,El Pibe Kntina,100,95,0.5128,2,51.28
la2,DIAMOND,II,BuBuFuFuu,165,155,0.5156,1,51.559999999999995
la2,DIAMOND,II,llJangfall,293,251,0.5386,2,53.86
la2,DIAMOND,II,corgi Iover,68,53,0.562,1,56.2
la2,DIAMOND,II,Snoop Dogg,679,684,0.4982,2,49.82
la2,DIAMOND,II,Parakitas,224,188,0.5437,2,54.37
la2,DIAMOND,II,GMO2954,293,274,0.5168,2,51.68000000000001
la2,DIAMOND,II,Shishiron,127,86,0.5962,1,59.62
la2,DIAMOND,II,Pipen,216,191,0.5307,2,53.06999999999999
la2,DIAMOND,II,Sfr Martin,75,64,0.5396,2,53.959999999999994
la2,DIAMOND,II,Padiuz,231,218,0.5145,1,51.449999999999996
la2,DIAMOND,II,KFC AZIR,174,169,0.5073,2,50.73
la2,DIAMOND,II,PassengerTiger,335,300,0.5276,1,52.76
la2,DIAMOND,II,lBenito Camelo,112,93,0.5463,2,54.63
la2,DIAMOND,II,AkA Batman,107,99,0.5194,2,51.94
la2,DIAMOND,II,Archellier,380,387,0.4954,2,49.54
la2,DIAMOND,II,ITWAR,116,119,0.4936,1,49.36
la2,DIAMOND,II,xXxjumboxXx,176,128,0.5789,1,57.89
la2,DIAMOND,II,Roxfet,280,272,0.5072,2,50.72
la2,DIAMOND,II,PaluuhSz,155,155,0.5,2,50.0
la2,DIAMOND,II,CHZ Matu,159,136,0.539,2,53.900000000000006
la2,DIAMOND,II,LuckArcher,284,251,0.5308,1,53.080000000000005
la2,DIAMOND,II,Playa,109,77,0.586,1,58.599999999999994
la2,DIAMOND,II,Dr Salazar,97,75,0.564,1,56.39999999999999
la2,DIAMOND,II,INC Shall,86,108,0.4433,1,44.330000000000005
la2,DIAMOND,II,DiaIto,93,82,0.5314,2,53.14
la2,DIAMOND,II,lalms,347,324,0.5171,2,51.71
la2,DIAMOND,II,Myeh,108,88,0.551,2,55.1
la2,DIAMOND,II,biktopya,171,145,0.5411,2,54.11
la2,DIAMOND,II,A normal weeb,520,486,0.5169,1,51.690000000000005
la2,DIAMOND,II,Misogynist ,128,107,0.5447,2,54.47
la2,DIAMOND,II,Best RayoTiki,488,455,0.5175,1,51.74999999999999
la2,DIAMOND,II,Fujimori p,193,160,0.5467,1,54.669999999999995
la2,DIAMOND,II,1Seeker,319,315,0.5032,1,50.32
la2,DIAMOND,II,Aspeccccct,38,40,0.4872,1,48.72
la2,DIAMOND,II,baby chovy,350,366,0.4888,2,48.88
la2,DIAMOND,II,Titerito,86,79,0.5212,1,52.12
la2,DIAMOND,II,Your Darlïng,350,334,0.5117,2,51.17
la2,DIAMOND,II,MANIBELA14,245,192,0.5606,1,56.06
la2,DIAMOND,II,Dreazy,237,195,0.5486,2,54.86
la2,DIAMOND,II,Zoshira Pancake,81,94,0.4629,2,46.29
la2,DIAMOND,II,GatoSinCola,810,745,0.5209,2,52.09
la2,DIAMOND,II,EMarval,135,131,0.5075,2,50.74999999999999
la2,DIAMOND,II,16 years old,282,246,0.5341,2,53.410000000000004
la2,DIAMOND,II,360pdv,92,77,0.5444,2,54.44
la2,DIAMOND,II,Dewane,35,13,0.7292,1,72.92
la2,DIAMOND,II,Life is Dasha,158,124,0.5603,2,56.03
la2,DIAMOND,II,Papi Feiker,107,102,0.512,2,51.2
la2,DIAMOND,II,Sr Donkey,136,106,0.562,1,56.2
la2,DIAMOND,II,A5WagyuSteak,82,81,0.5031,1,50.31
la2,DIAMOND,II,Xenthius,173,169,0.5058,2,50.580000000000005
la2,DIAMOND,II,Ars Ozk,152,129,0.5409,2,54.09
la2,DIAMOND,II,Sërafeelings,191,175,0.5219,1,52.190000000000005
la2,DIAMOND,II,TheDeozCat,314,295,0.5156,2,51.559999999999995
la2,DIAMOND,II,bassken,253,233,0.5206,1,52.059999999999995
la2,DIAMOND,II,Sana Minatozaki,463,464,0.4995,1,49.95
la2,DIAMOND,II,Sålem,352,353,0.4993,1,49.93
la2,DIAMOND,II,RunaterraEsports,139,105,0.5697,2,56.97
la2,DIAMOND,II,PuroLol2013,126,112,0.5294,1,52.94
la2,DIAMOND,II,GGMAN,189,168,0.5294,2,52.94
la2,DIAMOND,II,Griffiith,239,236,0.5032,1,50.32
la2,DIAMOND,II,Shôw Time,20,5,0.8,2,80.0
la2,DIAMOND,I,l LØKI I,167,158,0.5138,1,51.38
la2,DIAMOND,I,AHUEONAO,381,330,0.5359,1,53.59
la2,DIAMOND,I,zynox,234,174,0.5735,1,57.35
la2,DIAMOND,I,Gumachusi,190,179,0.5149,2,51.49
la2,DIAMOND,I,Nothna,268,210,0.5607,1,56.07
la2,DIAMOND,I,Lord Nasher,166,158,0.5123,1,51.23
la2,DIAMOND,I,F a c t z,174,186,0.4833,1,48.33
la2,DIAMOND,I,TRVPCORE,74,51,0.592,1,59.199999999999996
la2,DIAMOND,I,xXxSAPExXx,288,261,0.5246,2,52.459999999999994
la2,DIAMOND,I,Fïora,83,90,0.4798,2,47.980000000000004
la2,DIAMOND,I,Herner ,450,386,0.5383,2,53.83
la2,DIAMOND,I,Wonderwall,99,67,0.5964,1,59.64
la2,DIAMOND,I,ViejaConformista,190,190,0.5,1,50.0
la2,DIAMOND,I,UNA DE MUZA,754,743,0.5037,2,50.370000000000005
la2,DIAMOND,I,ShendÖ ,88,80,0.5238,2,52.38
la2,DIAMOND,I,SPO Doggo,89,82,0.5205,1,52.05
la2,DIAMOND,I,Ðoe,40,24,0.625,2,62.5
la2,DIAMOND,I,sweet insanity,27,27,0.5,1,50.0
la2,DIAMOND,I,MadnessButt,68,65,0.5113,2,51.129999999999995
la2,DIAMOND,I,peep,161,184,0.4667,2,46.67
la2,DIAMOND,I,Nanashí Mumeí,220,221,0.4989,2,49.89
la2,DIAMOND,I,AngelDacy,217,231,0.4844,1,48.44
la2,DIAMOND,I,MATA A ESE NAFT,130,139,0.4833,1,48.33
la2,DIAMOND,I,Sinless,249,234,0.5155,2,51.55
la2,DIAMOND,I,Hi im MERCA,272,220,0.5528,2,55.279999999999994
la2,DIAMOND,I,MK RhaastV9,15,6,0.7143,2,71.43
la2,DIAMOND,I,M À N U,247,205,0.5465,1,54.65
la2,DIAMOND,I,Flechashe,89,73,0.5494,2,54.94
la2,DIAMOND,I,Skeweed,88,68,0.5641,1,56.410000000000004
la2,DIAMOND,I,ZPR Yoshi,130,122,0.5159,1,51.59
la2,DIAMOND,I,m1sterre,218,231,0.4855,2,48.55
la2,DIAMOND,I,6onza,715,688,0.5096,1,50.96000000000001
la2,DIAMOND,I,El Frota,93,96,0.4921,2,49.21
la2,DIAMOND,I,Ritoru Demon,78,93,0.4561,2,45.61
la2,DIAMOND,I,AdemásDeMí Remix,49,33,0.5976,2,59.760000000000005
la2,DIAMOND,I,zHeaven,257,204,0.5575,2,55.75
la2,DIAMOND,I,MrPiña,291,234,0.5543,2,55.43
la2,DIAMOND,I,Isanía,211,156,0.5749,2,57.489999999999995
la2,DIAMOND,I,Ðøwøra,49,55,0.4712,2,47.12
la2,DIAMOND,I,Goulu,318,320,0.4984,2,49.84
la2,DIAMOND,I,ElTillo,410,393,0.5106,1,51.06
la2,DIAMOND,I,Creammon,120,98,0.5505,2,55.05
la2,DIAMOND,I,Casdrenn,297,275,0.5192,1,51.92
la2,DIAMOND,I,ªaª,128,120,0.5161,2,51.61
la2,DIAMOND,I,Patas de Zoe,139,135,0.5073,2,50.73
la2,DIAMOND,I,Lokoman,315,280,0.5294,1,52.94
la2,DIAMOND,I,Velsskub,235,178,0.569,2,56.89999999999999
la2,DIAMOND,I,Lorakev,78,90,0.4643,2,46.43
la2,DIAMOND,I,TkMiz,119,115,0.5085,2,50.849999999999994
la2,DIAMOND,I,Shebı,364,338,0.5185,1,51.849999999999994
la2,DIAMOND,I,Gezend ,333,307,0.5203,2,52.03
la2,DIAMOND,I,Hide on Peña,92,98,0.4842,2,48.42
la2,DIAMOND,I,Nagitö,184,165,0.5272,1,52.72
la2,DIAMOND,I,Nerfed SoSiTa,212,201,0.5133,1,51.33
la2,DIAMOND,I,Akuma ShirØ,146,123,0.5428,1,54.279999999999994
la2,DIAMOND,I,Pink,125,111,0.5297,2,52.96999999999999
la2,DIAMOND,I,Armin Meiwes,231,225,0.5066,1,50.660000000000004
la2,DIAMOND,I,Cogsugger,145,138,0.5124,2,51.239999999999995
la2,DIAMOND,I,hioides bgiars,135,111,0.5488,2,54.879999999999995
la2,DIAMOND,I,Jarvan IV,219,184,0.5434,2,54.339999999999996
la2,DIAMOND,I,cerNícaLo,185,188,0.496,2,49.6
la2,DIAMOND,I,ˆ R y μ,151,145,0.5101,2,51.01
la2,DIAMOND,I,MRG Dhalone,163,157,0.5094,2,50.94
la2,DIAMOND,I,steal my cannón,339,325,0.5105,2,51.05
la2,DIAMOND,I,Dino Heart,221,184,0.5457,2,54.56999999999999
la2,DIAMOND,I,Gumayusi7,323,328,0.4962,2,49.62
la2,DIAMOND,I,2571,55,43,0.5612,2,56.120000000000005
la2,DIAMOND,I,Iilgrey,276,265,0.5102,2,51.019999999999996
la2,DIAMOND,I,Saruu,345,277,0.5547,1,55.47
la2,DIAMOND,I,Nishikí,418,402,0.5098,2,50.980000000000004
la2,DIAMOND,I, Rićardo Milos,64,43,0.5981,1,59.809999999999995
la2,DIAMOND,I,D zzu ª,93,72,0.5636,2,56.36
la2,DIAMOND,I,Vanº,101,93,0.5206,2,52.059999999999995
la2,DIAMOND,I,mäteo,329,273,0.5465,2,54.65
la2,DIAMOND,I,ƒreks,274,244,0.529,2,52.900000000000006
la2,DIAMOND,I,fan do eat,250,211,0.5423,2,54.230000000000004
la2,DIAMOND,I,ºClownAsylumº,209,211,0.4976,2,49.76
la2,DIAMOND,I,LeePuñoDeManc0,852,778,0.5227,3,52.27
la2,DIAMOND,I,joaquiz,260,258,0.5019,2,50.19
la2,DIAMOND,I,Coldwords,218,212,0.507,1,50.7
la2,DIAMOND,I,maxix 1337,173,149,0.5373,1,53.73
la2,DIAMOND,I,gordo inucleable,321,301,0.5161,2,51.61
la2,DIAMOND,I,RKG DASLAYER,66,68,0.4925,2,49.25
la2,DIAMOND,I,Rockletz,191,170,0.5291,2,52.910000000000004
la2,DIAMOND,I,GORDO UGGLA,205,178,0.5352,2,53.52
la2,DIAMOND,I,Zamboo,483,406,0.5433,1,54.33
la2,DIAMOND,I,no feèlings,294,278,0.514,2,51.4
la2,DIAMOND,I,AdcIn2k17 OP,273,217,0.5571,2,55.71
la2,DIAMOND,I,Diviners,176,165,0.5161,2,51.61
la2,DIAMOND,I,Naomiz,219,174,0.5573,2,55.730000000000004
la2,DIAMOND,I,Yantress,71,53,0.5726,1,57.26
la2,DIAMOND,I,Noni24,123,90,0.5775,2,57.75
la2,DIAMOND,I,Bonnibel,191,197,0.4923,2,49.230000000000004
la2,DIAMOND,I,Do not get tilt,217,175,0.5536,1,55.36
la2,DIAMOND,I,Cylenz,353,347,0.5043,2,50.43
la2,DIAMOND,I,Jashv,381,365,0.5107,2,51.07000000000001
la2,DIAMOND,I,CONOLUNAR,298,285,0.5111,2,51.11
la2,DIAMOND,I,Boismotier,135,109,0.5533,2,55.33
la2,DIAMOND,I,Wamu,17,10,0.6296,2,62.96000000000001
la2,DIAMOND,I,Reca,140,110,0.56,2,56.00000000000001
la2,DIAMOND,I,NåT,113,83,0.5765,1,57.65
la2,DIAMOND,I,HądeŠ,237,214,0.5255,2,52.55
la2,DIAMOND,I,Kirito Kun M7,117,94,0.5545,2,55.45
la2,DIAMOND,I,MarshalMathers,320,309,0.5087,2,50.870000000000005
la2,DIAMOND,I,PloxBang,355,324,0.5228,2,52.28
la2,DIAMOND,I,LordCazuelita,181,153,0.5419,2,54.190000000000005
la2,DIAMOND,I,TheBlackDragonPr,267,255,0.5115,1,51.15
la2,DIAMOND,I,Sawarjo,194,159,0.5496,2,54.96
la2,DIAMOND,I,Cherx ,77,73,0.5133,2,51.33
la2,DIAMOND,I,Hess,157,179,0.4673,1,46.73
la2,DIAMOND,I,RöubacK,652,640,0.5046,2,50.46000000000001
la2,DIAMOND,I,NIGERIA AK 47,28,26,0.5185,2,51.849999999999994
la2,DIAMOND,I,GamaRosh,284,284,0.5,1,50.0
la2,DIAMOND,I,Víncent Law,330,343,0.4903,2,49.03
la2,DIAMOND,I,adxzc7,71,62,0.5338,2,53.38
la2,DIAMOND,I,44 Säsorí,536,493,0.5209,2,52.09
la2,DIAMOND,I,angwy kıtten,272,266,0.5056,1,50.56
la2,DIAMOND,I,Maxsupreme,166,166,0.5,2,50.0
la2,DIAMOND,I, I DuffTime I,332,318,0.5108,2,51.080000000000005
la2,DIAMOND,I,Matutë,267,243,0.5235,2,52.349999999999994
la2,DIAMOND,I,Asamiya,407,376,0.5198,2,51.980000000000004
la2,DIAMOND,I,Psykrus,250,216,0.5365,2,53.65
la2,DIAMOND,I,RÊnnn,138,138,0.5,2,50.0
la2,DIAMOND,I,matimarin456,310,290,0.5167,1,51.67
la2,DIAMOND,I,Gordo Astral,183,169,0.5199,1,51.99
la2,DIAMOND,I,Jörmag,252,205,0.5514,2,55.14
la2,DIAMOND,I,Camille abuser,201,215,0.4832,2,48.32
la2,DIAMOND,I,Problemwow,84,52,0.6176,1,61.760000000000005
la2,DIAMOND,I,P4Q Back To Sky,396,367,0.519,1,51.9
la2,DIAMOND,I,Shekiroh,131,103,0.5598,2,55.98
la2,DIAMOND,I,Akagami Shãnks,165,162,0.5046,2,50.46000000000001
la2,DIAMOND,I,Jorge Valdivîa,64,60,0.5161,1,51.61
la2,DIAMOND,I,Allerz,269,262,0.5066,1,50.660000000000004
la2,DIAMOND,I,Zamorak,177,146,0.548,1,54.800000000000004
la2,DIAMOND,I,Dhek,114,133,0.4615,1,46.150000000000006
la2,DIAMOND,I,arqdcaballero,581,607,0.4891,2,48.91
la2,DIAMOND,I,Chifuyü Mätsuno,400,391,0.5057,2,50.57000000000001
la2,DIAMOND,I,KAZE Shuli,501,451,0.5263,2,52.629999999999995
la2,DIAMOND,I,Judgment,309,313,0.4968,2,49.68
la2,DIAMOND,I,N1N2N3 Chips,173,156,0.5258,2,52.580000000000005
la2,DIAMOND,I,Esteban PF,102,104,0.4951,2,49.51
la2,DIAMOND,I,Miracle Yang,17,10,0.6296,2,62.96000000000001
la2,DIAMOND,I,Wolfgang Amadeus,160,94,0.6299,2,62.99
la2,DIAMOND,I,ºKaduº,135,115,0.54,2,54.0
la2,DIAMOND,I,rolË,122,98,0.5545,1,55.45
la2,DIAMOND,I,Azherit,133,138,0.4908,2,49.08
la2,DIAMOND,I,Amnedead,197,202,0.4937,1,49.370000000000005
la2,DIAMOND,I,deep wounds,127,113,0.5292,2,52.92
la2,DIAMOND,I,Thai Princess,270,227,0.5433,1,54.33
la2,DIAMOND,I,JumboElMaloCu1ia,267,212,0.5574,2,55.74
la2,DIAMOND,I,Sweki,137,97,0.5855,1,58.550000000000004
la2,DIAMOND,I,DaMn dAni3l,80,51,0.6107,2,61.07
la2,DIAMOND,I,Taxespell,238,233,0.5053,2,50.529999999999994
la2,DIAMOND,I,Born From Pain,65,42,0.6075,1,60.75000000000001
la2,DIAMOND,I,Decø ,269,246,0.5223,1,52.23
la2,DIAMOND,I,RickiGamer,262,223,0.5402,1,54.02
la2,DIAMOND,I,Hâlls,131,147,0.4712,2,47.12
la2,DIAMOND,I,RVZ Derrene,109,104,0.5117,2,51.17
la2,DIAMOND,I,Dîssolve,153,106,0.5907,2,59.07
la2,DIAMOND,I,Juanca,128,150,0.4604,2,46.04
la2,DIAMOND,I,Shunpox,166,173,0.4897,2,48.97
la2,DIAMOND,I,Kapperro,222,203,0.5224,2,52.239999999999995
la2,DIAMOND,I,Menu Marino,119,69,0.633,2,63.3
la2,DIAMOND,I,Sapphiria,406,415,0.4945,2,49.45
la2,DIAMOND,I,Wawer,266,240,0.5257,1,52.56999999999999
la2,DIAMOND,I,Mors Erebus,190,191,0.4987,2,49.87
la2,DIAMOND,I,otakutop666,174,133,0.5668,2,56.68
la2,DIAMOND,I,BiSnake,238,200,0.5434,1,54.339999999999996
la2,DIAMOND,I,Miitorampage,436,397,0.5234,2,52.339999999999996
la2,DIAMOND,I,darly7,257,221,0.5377,2,53.769999999999996
la2,DIAMOND,I,Sàn,147,151,0.4933,1,49.33
la2,DIAMOND,I,Kath,234,207,0.5306,2,53.059999999999995
la2,DIAMOND,I,guzcarlosxd,112,76,0.5957,2,59.57
la2,DIAMOND,I,Daemon890,102,101,0.5025,2,50.24999999999999
la2,DIAMOND,I,Hunter Smick,231,228,0.5033,2,50.33
la2,DIAMOND,I,ProctologoUrgido,142,137,0.509,1,50.9
la2,DIAMOND,I,I Hi im Sonic I,67,66,0.5038,1,50.38
la2,DIAMOND,I,Lued,132,92,0.5893,1,58.93000000000001
la2,DIAMOND,I,Ash Crimson,181,171,0.5142,2,51.42
la2,DIAMOND,I,Kiku,77,63,0.55,1,55.00000000000001
la2,DIAMOND,I,SL0WDEATH,178,147,0.5477,2,54.769999999999996
la2,DIAMOND,I,Hasaggi,65,61,0.5159,2,51.59
la2,DIAMOND,I,Arg Gral Peron,174,146,0.5438,2,54.379999999999995
la2,DIAMOND,I,WatchLeo,56,53,0.5138,2,51.38
la2,DIAMOND,I,Alexander Plks,191,166,0.535,2,53.5
la2,DIAMOND,I,Kang Sae Yeon,127,116,0.5226,2,52.26
la2,DIAMOND,I,fum1ya,304,296,0.5067,1,50.67
la2,DIAMOND,I,Arkiplex,282,269,0.5118,2,51.18000000000001
la2,DIAMOND,I,Maki who,86,64,0.5733,2,57.330000000000005
la2,DIAMOND,I,Mapo,167,169,0.497,2,49.7
la2,DIAMOND,I,DAD Gael,73,69,0.5141,2,51.41
la2,DIAMOND,I,Sk Bombardero,165,152,0.5205,2,52.05
la2,DIAMOND,I,Pnlucky Ulayer,238,215,0.5254,1,52.54
la2,DIAMOND,I,Rusticwor,476,484,0.4958,2,49.58
la2,DIAMOND,I,xHäzzard ,118,117,0.5021,1,50.21
la2,PLATINUM,IV,TonyTls2,500,481,0.5097,1,50.970000000000006
la2,PLATINUM,IV,Sh1suiUchiha,53,37,0.5889,1,58.89
la2,PLATINUM,IV,BondiolitaMortal,35,22,0.614,2,61.4
la2,PLATINUM,IV,Oriôn,248,249,0.499,2,49.9
la2,PLATINUM,IV,Pipecho,113,106,0.516,2,51.6
la2,PLATINUM,IV,sadvoi,46,42,0.5227,1,52.27
la2,PLATINUM,IV,El Loco Gonza,86,92,0.4831,1,48.309999999999995
la2,PLATINUM,IV,RamaxZenon,74,71,0.5103,2,51.03
la2,PLATINUM,IV,eliar00,13,18,0.4194,2,41.94
la2,PLATINUM,IV,Trisha Paytas,26,24,0.52,2,52.0
la2,PLATINUM,IV,RazE 420,109,93,0.5396,1,53.959999999999994
la2,PLATINUM,IV,Alkubo,372,352,0.5138,1,51.38
la2,PLATINUM,IV,Gabioto,384,331,0.5371,1,53.71
la2,PLATINUM,IV,Perrowski,71,67,0.5145,2,51.449999999999996
la2,PLATINUM,IV,Dalkeerz,191,182,0.5121,2,51.21
la2,PLATINUM,IV,YouCanTry,28,29,0.4912,1,49.120000000000005
la2,PLATINUM,IV,Sixthgun,62,52,0.5439,1,54.39000000000001
la2,PLATINUM,IV,DeKÜ,166,160,0.5092,1,50.92
la2,PLATINUM,IV,El Roedor,131,145,0.4746,2,47.46
la2,PLATINUM,IV,Kovenant,31,33,0.4844,1,48.44
la2,PLATINUM,IV,Johnsito,160,164,0.4938,1,49.38
la2,PLATINUM,IV,Rea Sanka,237,233,0.5043,1,50.43
la2,PLATINUM,IV,Funckstop,116,92,0.5577,2,55.769999999999996
la2,PLATINUM,IV,Lonely Queen,459,467,0.4957,2,49.57
la2,PLATINUM,IV,dakoof,84,68,0.5526,2,55.26
la2,PLATINUM,IV,KingOfTheDredge,60,49,0.5505,2,55.05
la2,PLATINUM,IV,stagirlzukulemta,45,32,0.5844,2,58.440000000000005
la2,PLATINUM,IV,AsiimoVs7,41,66,0.3832,2,38.32
la2,PLATINUM,IV,KMB MAXIMUX,50,41,0.5495,2,54.949999999999996
la2,PLATINUM,IV,StopLegendss,70,78,0.473,2,47.3
la2,PLATINUM,IV,NewMelly,503,449,0.5284,2,52.839999999999996
la2,PLATINUM,IV,ELJUMANKI11,38,31,0.5507,2,55.06999999999999
la2,PLATINUM,IV,Hidden Agonist,216,185,0.5387,1,53.87
la2,PLATINUM,IV,Kodokuna,70,47,0.5983,1,59.830000000000005
la2,PLATINUM,IV,Zên,100,108,0.4808,1,48.08
la2,PLATINUM,IV,Teru Chan,33,12,0.7333,2,73.33
la2,PLATINUM,IV,Tostada YukOo,112,88,0.56,2,56.00000000000001
la2,PLATINUM,IV,Huevo Derecho,319,286,0.5273,2,52.73
la2,PLATINUM,IV,Kaedehara Kazuhä,168,148,0.5316,1,53.16
la2,PLATINUM,IV,shiru20,21,24,0.4667,1,46.67
la2,PLATINUM,IV,Bambi2002,79,72,0.5232,2,52.32
la2,PLATINUM,IV,Pandorą,265,263,0.5019,1,50.19
la2,PLATINUM,IV,Xan Irelia,44,37,0.5432,2,54.32
la2,PLATINUM,IV,Proyecto X521,93,71,0.5671,2,56.71000000000001
la2,PLATINUM,IV,FOF CHUNG HA,77,51,0.6016,2,60.160000000000004
la2,PLATINUM,IV,Tekiad,358,343,0.5107,2,51.07000000000001
la2,PLATINUM,IV,PPL Pi Gab Li,89,70,0.5597,2,55.97
la2,PLATINUM,IV,Sneffels,186,183,0.5041,2,50.41
la2,PLATINUM,IV,El Marmota ,466,448,0.5098,2,50.980000000000004
la2,PLATINUM,IV,tulanga9000,123,111,0.5256,2,52.559999999999995
la2,PLATINUM,IV,Mashiaj,53,62,0.4609,1,46.089999999999996
la2,PLATINUM,IV,yiyOu,94,107,0.4677,2,46.77
la2,PLATINUM,IV,Darth Traya,284,305,0.4822,2,48.22
la2,PLATINUM,IV,SkaarlBloodMoon,41,30,0.5775,1,57.75
la2,PLATINUM,IV,6a6y,108,85,0.5596,1,55.96
la2,PLATINUM,IV,XXII XI MMI,201,201,0.5,2,50.0
la2,PLATINUM,IV,Steel Ball Rün,156,151,0.5081,2,50.81
la2,PLATINUM,IV,hi im fekar,32,20,0.6154,1,61.53999999999999
la2,PLATINUM,IV,Felipapo,224,205,0.5221,2,52.21
la2,PLATINUM,IV,Tato25,11,24,0.3143,2,31.430000000000003
la2,PLATINUM,IV,YellowMoon,327,280,0.5387,2,53.87
la2,PLATINUM,IV,edien007,61,59,0.5083,2,50.83
la2,PLATINUM,IV,DeadLight78,329,312,0.5133,2,51.33
la2,PLATINUM,IV,Trinity Of War,27,13,0.675,1,67.5
la2,PLATINUM,IV,2Marckc,185,196,0.4856,2,48.559999999999995
la2,PLATINUM,IV,LucaUnlimited,53,45,0.5408,2,54.08
la2,PLATINUM,IV,KCr0w,72,64,0.5294,1,52.94
la2,PLATINUM,IV,Yamete Küdasai,272,246,0.5251,2,52.51
la2,PLATINUM,IV,kuriboh iwnl,67,53,0.5583,2,55.83
la2,PLATINUM,IV,TellMeRoar,28,18,0.6087,1,60.870000000000005
la2,PLATINUM,IV,Sigbjörnson,78,87,0.4727,2,47.27
la2,PLATINUM,IV,iHyDra666,112,81,0.5803,2,58.03
la2,PLATINUM,IV,Black sanma,65,54,0.5462,2,54.620000000000005
la2,PLATINUM,IV,JinKey,14,21,0.4,2,40.0
la2,PLATINUM,IV,Yr Hôb,214,193,0.5258,2,52.580000000000005
la2,PLATINUM,IV,Clay Bailey,78,83,0.4845,2,48.449999999999996
la2,PLATINUM,IV,IsLucyBeautifulX,95,71,0.5723,2,57.230000000000004
la2,PLATINUM,IV,PanchoSavedraHOT,31,23,0.5741,2,57.410000000000004
la2,PLATINUM,IV,GaxDeRecoleta ,85,66,0.5629,2,56.28999999999999
la2,PLATINUM,IV,CareCholga,290,259,0.5282,2,52.82
la2,PLATINUM,IV,MarkeleleII,20,14,0.5882,2,58.81999999999999
la2,PLATINUM,IV,Warver780,54,51,0.5143,2,51.43
la2,PLATINUM,IV,Hiden on Messii,76,76,0.5,2,50.0
la2,PLATINUM,IV,naiko1,34,25,0.5763,2,57.63
la2,PLATINUM,IV,Acid Dark,32,21,0.6038,1,60.38
la2,PLATINUM,IV,Grommasht,119,129,0.4798,2,47.980000000000004
la2,PLATINUM,IV,Vete a Yorickear,57,74,0.4351,2,43.51
la2,PLATINUM,IV,LKS Misapatito,208,194,0.5174,2,51.739999999999995
la2,PLATINUM,IV,Bip Bup,381,372,0.506,2,50.6
la2,PLATINUM,IV,Wohler,27,25,0.5192,1,51.92
la2,PLATINUM,IV,Mega Warwol,25,20,0.5556,2,55.559999999999995
la2,PLATINUM,IV,Cooltrane ,247,222,0.5267,1,52.669999999999995
la2,PLATINUM,IV,Elite Gonza,158,137,0.5356,1,53.559999999999995
la2,PLATINUM,IV,l DFM l,82,87,0.4852,2,48.52
la2,PLATINUM,IV,AivogeS,46,63,0.422,1,42.199999999999996
la2,PLATINUM,IV,okidoki55,3,7,0.3,1,30.0
la2,PLATINUM,IV,Ryüguji Ken,28,11,0.7179,2,71.78999999999999
la2,PLATINUM,IV,LertusGel Lider,51,47,0.5204,2,52.04
la2,PLATINUM,IV,Mark XLV,140,138,0.5036,1,50.36000000000001
la2,PLATINUM,IV,FVCK BMX,106,97,0.5222,2,52.22
la2,PLATINUM,IV,Hielo con coca ,50,56,0.4717,1,47.17
la2,PLATINUM,IV,Punto y Aparte ,163,135,0.547,2,54.7
la2,PLATINUM,IV,martyn98,54,48,0.5294,2,52.94
la2,PLATINUM,IV,M íí ope,4,10,0.2857,2,28.57
la2,PLATINUM,IV,Salvazz,75,76,0.4967,1,49.669999999999995
la2,PLATINUM,IV,Kiłłua,5,23,0.1786,2,17.86
la2,PLATINUM,IV,maloik71,106,90,0.5408,2,54.08
la2,PLATINUM,IV,Vaxez,193,155,0.5546,2,55.46
la2,PLATINUM,IV,Naikv,124,121,0.5061,2,50.61
la2,PLATINUM,IV,ksi me la pone,8,14,0.3636,1,36.36
la2,PLATINUM,IV,Madison simp,35,26,0.5738,2,57.379999999999995
